time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-06-19T10:18:55.070Z,24.712,121.839,78,4.5,mb,43,46.3,,0.77,us,usp000j3e3,2015-03-24T02:13:00.447Z,"Taiwan",earthquake,,3.5,,19,reviewed,us,us
2011-06-18T17:19:47.100Z,24.018,122.49,25,4.3,mb,35,103.6,,0.74,us,usp000j3cu,2014-11-07T01:45:06.915Z,"Taiwan region",earthquake,,8.1,,9,reviewed,us,us
2011-06-18T16:54:08.790Z,22.054,121.593,35,4.3,mb,28,107,,1.53,us,usp000j3ct,2014-11-07T01:45:06.912Z,"Taiwan region",earthquake,,,,2,reviewed,us,us
2011-06-10T01:25:21.540Z,23.545,121.608,31.4,4.5,mwr,126,38.2,,0.91,us,usp000j2xr,2015-03-24T01:18:10.266Z,"Taiwan",earthquake,,4.2,,,reviewed,us,us
2011-06-02T17:07:53.950Z,22.242,121.409,42.7,5,mwc,182,58.8,,1.24,us,usp000j2kj,2014-11-07T01:45:00.691Z,"Taiwan region",earthquake,,5.3,,,reviewed,us,gcmt
2011-05-24T18:32:04.520Z,23.438,121.62,38.7,4.4,mb,35,103.5,,1.3,us,usp000j25a,2014-11-07T01:44:54.861Z,"Taiwan",earthquake,,7,,14,reviewed,us,us
2011-05-22T21:07:16.000Z,23.88,121.06,19.3,4.5,mb,57,72.5,,,us,usp000j22f,2014-11-07T01:44:54.314Z,"Taiwan",earthquake,,,,17,reviewed,tap,us
2011-05-22T01:34:12.320Z,24.094,121.762,5.9,5,mwr,132,68.4,,1,us,usp000j1zz,2015-03-24T01:17:42.315Z,"Taiwan",earthquake,,4.5,,,reviewed,us,us
2011-05-15T08:42:54.030Z,24.911,122.338,6,4.4,ml,7,211.1,,1.1,us,usp000j1mu,2014-11-07T01:44:51.349Z,"Taiwan region",earthquake,,11.8,,,reviewed,us,tap
2011-05-07T08:35:32.900Z,24.37,121.988,1,4.2,mb,14,65.1,,1.12,us,usp000j15d,2014-11-07T01:44:46.653Z,"Taiwan",earthquake,,8.3,,4,reviewed,us,us
2011-05-06T21:31:49.280Z,23.212,121.544,9.3,4.4,mb,64,90,,1.09,us,usp000j146,2014-11-07T01:44:46.435Z,"Taiwan",earthquake,,5.3,,24,reviewed,us,us
2011-05-03T15:52:34.320Z,23.881,121.757,43.1,4.7,mwr,141,86.4,,0.97,us,usp000j0yr,2015-03-24T01:17:16.323Z,"Taiwan",earthquake,,3.9,,,reviewed,us,us
2011-04-30T08:35:38.840Z,24.616,121.845,78.6,5.1,mwr,149,42.1,,0.97,us,usp000j0th,2015-03-24T01:54:14.488Z,"Taiwan",earthquake,,3.2,,,reviewed,us,us
2011-04-20T01:19:46.840Z,24.05,122.311,25.3,4,mb,21,106.8,,0.97,us,usp000j09m,2014-11-07T01:44:35.640Z,"Taiwan region",earthquake,,11.4,,6,reviewed,us,us
2011-03-31T08:49:58.460Z,21.921,121.763,10,4.1,mb,20,137,,1,us,usp000hyzt,2014-11-07T01:44:22.944Z,"Taiwan region",earthquake,,,,2,reviewed,us,us
2011-03-31T08:45:07.890Z,22.158,121.664,10,4.6,mb,44,111.6,,1.33,us,usp000hyzr,2014-11-07T01:44:22.938Z,"Taiwan region",earthquake,,,,12,reviewed,us,us
2011-03-30T04:22:31.500Z,23.91,121.55,23.2,4.4,mwr,66,92.7,,,us,usp000hywz,2014-11-07T01:44:22.291Z,"Taiwan",earthquake,,,,,reviewed,tap,us
2011-03-26T07:19:11.780Z,24.833,121.931,97.7,4.7,mb,28,53.3,,1.05,us,usp000hymn,2015-03-24T01:16:02.897Z,"Taiwan",earthquake,,5.4,,2,reviewed,us,us
2011-03-24T03:24:17.700Z,22.01,121.73,2.7,4.3,mb,23,137.1,,,us,usp000hyeu,2014-11-07T01:44:18.931Z,"Taiwan region",earthquake,,,,2,reviewed,tap,us
2011-03-23T20:27:29.340Z,22.293,120.272,10,4,mb,8,217.3,,1.42,us,usp000hye3,2014-11-07T01:44:18.825Z,"Taiwan",earthquake,,,,1,reviewed,us,us
2011-03-20T08:00:49.140Z,22.323,121.445,10.1,5.4,mwc,267,35.7,,1.05,us,usp000hy13,2015-03-24T01:15:54.917Z,"Taiwan region",earthquake,,5.8,,,reviewed,us,gcmt
2011-03-16T13:12:16.410Z,22.483,120.801,42.1,4.4,mb,45,103,,0.92,us,usp000hxgk,2015-03-24T02:27:27.655Z,"Taiwan",earthquake,,5.8,,9,reviewed,us,us
2011-03-14T17:21:53.590Z,22.114,121.525,1.9,4.6,mb,48,108.4,,1.04,us,usp000hx76,2015-03-24T01:15:42.898Z,"Taiwan region",earthquake,,9,,16,reviewed,us,us
2011-03-08T02:46:53.100Z,23.99,121.77,50.4,4,mb,27,100.3,,,us,usp000hvgb,2014-11-07T01:43:52.951Z,"Taiwan",earthquake,,,,3,reviewed,tap,us
2011-02-07T05:55:01.170Z,24.062,121.712,11,4.2,mwr,68,89,,0.93,us,usp000hu6h,2014-11-07T01:43:37.911Z,"Taiwan",earthquake,,4.1,,,reviewed,us,us
2011-02-01T08:16:32.020Z,24.166,121.834,21,5.2,mwr,181,37.2,,0.95,us,usp000htxy,2015-03-24T02:06:20.449Z,"Taiwan",earthquake,,4.4,,,reviewed,us,us
2011-01-31T22:44:29.020Z,24.228,122.29,62.7,4.3,mb,29,51.5,,1.04,us,usp000htxc,2014-11-07T01:43:32.081Z,"Taiwan region",earthquake,,4.9,,7,reviewed,us,us
2011-01-31T20:53:14.190Z,24.148,121.897,12.1,4.5,mb,42,76.3,,1.1,us,usp000htxa,2014-11-07T01:43:32.075Z,"Taiwan",earthquake,,4.4,,14,reviewed,us,us
2011-01-25T11:36:13.540Z,23.98,122.419,7.9,4.4,mb,23,115.8,,1.24,us,usp000htn3,2014-11-07T01:43:29.678Z,"Taiwan region",earthquake,,7.2,,5,reviewed,us,us
2011-01-12T03:53:10.300Z,24.38,122.01,9.9,4.5,mb,10,123.3,,,us,usp000hsy9,2014-11-07T01:43:25.597Z,"Taiwan region",earthquake,,,,2,reviewed,tap,us
2010-12-08T04:44:44.290Z,24.053,122.382,26.7,4.3,mb,30,109.5,,1.09,us,usp000hqna,2014-11-07T01:43:05.415Z,"Taiwan region",earthquake,,7.6,,1,reviewed,us,us
2010-12-07T02:46:14.310Z,22.907,121.45,38.8,4.4,mb,35,91.4,,1,us,usp000hqky,2014-11-07T01:43:05.101Z,"Taiwan region",earthquake,,6.1,,8,reviewed,us,us
2010-12-06T02:14:11.240Z,23.615,121.546,22.2,4.6,mwr,67,71,,0.99,us,usp000hqju,2015-03-24T02:33:47.856Z,"Taiwan",earthquake,,4.9,,,reviewed,us,us
2010-11-26T15:13:44.630Z,24.186,121.762,19.6,4.7,mb,45,84.1,,1.05,us,usp000hq5a,2014-11-07T01:42:58.313Z,"Taiwan",earthquake,,4.3,,11,reviewed,us,us
2010-11-21T12:31:45.400Z,23.827,121.658,47,5.6,mwb,331,11.5,,1.07,us,usp000hpxr,2020-01-04T08:25:53.970Z,"Taiwan",earthquake,,,,,reviewed,us,us
2010-11-18T18:14:11.100Z,24.54,121.84,9.5,4.1,mb,11,117,,,us,usp000hpug,2014-11-07T01:42:56.355Z,"Taiwan",earthquake,,,,3,reviewed,tap,us
2010-11-16T03:00:34.540Z,24.077,121.75,8.1,4,mb,11,91.9,,0.32,us,usp000hpqp,2014-11-07T01:42:55.731Z,"Taiwan",earthquake,,6.5,,3,reviewed,us,us
2010-11-12T15:39:00.810Z,22.107,120.743,38.6,4.8,mb,83,47.5,,1.15,us,usp000hpfn,2015-03-24T01:13:16.453Z,"Taiwan",earthquake,,5.9,,27,reviewed,us,us
2010-11-12T13:08:50.520Z,24.14,122.493,43.4,5.2,mwc,93,72,,1.07,us,usp000hpfg,2016-11-10T02:36:01.446Z,"Taiwan region",earthquake,,4.9,,,reviewed,us,gcmt
2010-11-09T18:15:33.920Z,23.994,122.443,23.2,4.1,mb,30,103.5,,1.17,us,usp000hpb8,2014-11-07T01:42:53.492Z,"Taiwan region",earthquake,,11.7,,6,reviewed,us,us
2010-11-08T13:01:21.860Z,23.125,120.52,27,4.8,mwr,79,51.2,,0.98,us,usp000hp9p,2015-03-24T02:07:24.245Z,"Taiwan",earthquake,,4.6,,,reviewed,us,us
2010-11-05T02:35:30.940Z,21.548,121.685,80.5,4,mb,15,151.2,,0.65,us,usp000hp39,2014-11-07T01:42:52.256Z,"Taiwan region",earthquake,,8.6,,2,reviewed,us,us
2010-10-22T07:39:15.400Z,22.761,121.407,10,4.5,ml,8,240.3,,0.75,us,usp000hndc,2014-11-07T01:42:44.730Z,"Taiwan region",earthquake,,,,,reviewed,us,tap
2010-10-14T06:06:16.140Z,21.641,121.123,35,4.6,mb,62,86.3,,0.61,us,usp000hn2v,2014-11-07T01:42:42.060Z,"Taiwan region",earthquake,,,,16,reviewed,us,us
2010-10-02T19:23:11.920Z,24.332,121.763,16.4,4.8,mb,92,57.6,,1.07,us,usp000hmgg,2015-03-24T01:12:30.483Z,"Taiwan",earthquake,,5.4,,45,reviewed,us,us
2010-09-30T19:55:59.990Z,24.756,121.851,104.3,4.1,mb,33,42.7,,1.14,us,usp000hmdw,2014-11-07T01:42:32.314Z,"Taiwan",earthquake,,,,3,reviewed,us,us
2010-09-28T17:33:52.070Z,24.087,121.739,5.2,4.7,mwr,108,61.1,,1.14,us,usp000hmae,2015-03-24T02:13:07.565Z,"Taiwan",earthquake,,5.4,,,reviewed,us,us
2010-09-28T13:10:11.950Z,24.063,121.716,9.9,4.4,mb,18,134.6,,1.22,us,usp000hma6,2014-11-07T01:42:31.545Z,"Taiwan",earthquake,,7,,2,reviewed,us,us
2010-09-24T17:56:20.370Z,23.642,122.359,13.3,4.5,mb,52,105.8,,1.05,us,usp000hm4g,2014-11-07T01:42:30.510Z,"Taiwan region",earthquake,,5.9,,13,reviewed,us,us
2010-09-20T03:17:07.700Z,23.63,121.72,31.9,4.6,mwr,70,50,,,us,usp000hkz1,2014-11-07T01:42:29.669Z,"Taiwan",earthquake,,,,,reviewed,tap,us
2010-09-11T22:41:07.200Z,24.39,121.76,59.7,4.5,mb,26,116,,,us,usp000hkkh,2014-11-07T01:42:26.547Z,"Taiwan",earthquake,,,,13,reviewed,tap,us
2010-09-03T18:44:37.640Z,24.745,121.998,7,4.4,mb,22,60.8,,1.3,us,usp000hk4v,2014-11-07T01:42:23.172Z,"Taiwan",earthquake,,7.3,,2,reviewed,us,us
2010-08-30T08:45:10.150Z,24.9,122.185,15.4,5,mwc,72,50.6,,1.07,us,usp000hjy4,2016-11-10T02:32:28.523Z,"Taiwan region",earthquake,,5.2,,,reviewed,us,gcmt
2010-08-21T18:48:00.990Z,24.754,121.983,8.1,5.1,mwc,73,29.2,,1.12,us,usp000hjk1,2016-11-10T02:32:12.309Z,"Taiwan",earthquake,,5.5,,,reviewed,us,gcmt
2010-08-21T18:39:21.610Z,24.765,121.924,6,4.3,mb,40,38.7,,1.09,us,usp000hjjz,2014-11-07T01:42:16.863Z,"Taiwan",earthquake,,5.8,,16,reviewed,us,us
2010-08-21T16:38:00.270Z,23.571,121.642,40.2,4.7,mwr,114,35.2,,1.1,us,usp000hjjw,2015-03-24T02:05:05.622Z,"Taiwan",earthquake,,3.7,,,reviewed,us,us
2010-08-10T21:43:36.900Z,24.11,122.28,23.9,4.4,mb,45,84.4,,,us,usp000hhx3,2014-11-07T01:42:12.883Z,"Taiwan region",earthquake,,,,6,reviewed,tap,us
2010-08-05T12:41:47.990Z,24.349,122.53,2.5,4.7,ml,7,148.4,,1,us,usp000hhkp,2014-11-07T01:42:11.354Z,"Taiwan region",earthquake,,21,,,reviewed,us,tap
2010-07-31T14:49:07.230Z,22.997,120.639,23.2,4.3,mb,23,204.6,,0.69,us,usp000hh81,2014-11-07T01:42:05.143Z,"Taiwan",earthquake,,6.9,,5,reviewed,us,us
2010-07-31T08:13:16.340Z,23.96,121.894,10,4.6,ml,6,160.5,,1.39,us,usp000hh7g,2014-11-07T01:42:05.084Z,"Taiwan",earthquake,,,,,reviewed,us,tap
2010-07-31T05:18:05.530Z,23.856,122.53,15.5,4.5,mb,32,101.8,,0.91,us,usp000hh74,2014-11-07T01:42:04.996Z,"Taiwan region",earthquake,,6.4,,8,reviewed,us,us
2010-07-27T00:54:55.720Z,24.977,122.415,2.1,4.7,mb,24,61,,0.85,us,usp000hgvy,2014-11-07T01:42:02.842Z,"Taiwan region",earthquake,,6,,4,reviewed,us,us
2010-07-25T03:52:11.670Z,22.759,120.84,32,5.2,mwc,215,19.3,,0.7,us,usp000hgrc,2016-11-10T02:31:06.214Z,"Taiwan",earthquake,,3.6,,,reviewed,us,gcmt
2010-07-18T13:03:24.500Z,24.131,122.47,26.9,5.1,mb,109,106.1,,0.98,us,usp000hfk9,2015-03-24T02:03:52.245Z,"Taiwan region",earthquake,,5.7,,57,reviewed,us,us
2010-07-17T09:04:17.200Z,23.437,121.696,55.2,4.8,mb,73,101,,0.89,us,usp000hfcs,2015-03-24T02:20:53.016Z,"Taiwan",earthquake,,3.7,,31,reviewed,us,us
2010-07-15T16:31:53.640Z,24.059,122.414,19.3,4,mb,16,110.6,,0.76,us,usp000hfau,2014-11-07T01:41:53.415Z,"Taiwan region",earthquake,,22.2,,1,reviewed,us,us
2010-07-09T00:41:19.540Z,24.753,122.596,126.3,5.2,mwc,245,49.2,,0.98,us,usp000hf1u,2016-11-10T02:30:31.077Z,"Taiwan region",earthquake,,,,,reviewed,us,gcmt
2010-07-08T19:43:37.810Z,24.421,122.11,24.6,5,mwc,129,35.2,,1.02,us,usp000hf1h,2016-11-10T02:30:30.567Z,"Taiwan region",earthquake,,5.8,,,reviewed,us,gcmt
2010-07-04T18:21:30.550Z,24.997,122.354,16.5,4.5,mb,13,116.7,,1.5,us,usp000hewq,2014-11-07T01:41:50.582Z,"Taiwan region",earthquake,,9.4,,5,reviewed,us,us
2010-07-02T19:11:32.480Z,22.74,120.786,24.1,4.9,mb,106,45,,0.82,us,usp000heu4,2014-11-07T01:41:49.749Z,"Taiwan",earthquake,,5.1,,49,reviewed,us,us
2010-07-02T02:45:12.190Z,23.983,122.257,11.7,4.1,mb,16,94.2,,0.87,us,usp000hesx,2014-11-07T01:41:49.086Z,"Taiwan region",earthquake,,6.1,,1,reviewed,us,us
2010-06-27T20:33:26.840Z,25.037,122.361,10,4.9,mwc,78,43.9,,0.99,us,usp000hemb,2016-11-10T02:29:59.664Z,"Taiwan region",earthquake,,,,,reviewed,us,gcmt
2010-06-26T18:05:51.180Z,24.642,121.646,73.6,4.4,mwr,69,62.3,,1.1,us,usp000hejk,2015-03-24T02:12:48.373Z,"Taiwan",earthquake,,4.1,,,reviewed,us,us
2010-06-25T04:28:03.950Z,24.405,122.209,66.3,4.3,mb,21,78.5,,1.11,us,usp000hegm,2014-11-07T01:41:44.114Z,"Taiwan region",earthquake,,7.3,,11,reviewed,us,us
2010-06-18T01:08:43.000Z,24.11,121.754,8.8,4.5,mwr,106,63.8,,1.1,us,usp000he7n,2015-03-24T02:27:18.811Z,"Taiwan",earthquake,,4.8,,,reviewed,us,us
2010-06-15T00:31:18.000Z,24.04,121.62,16.7,5.3,mwc,204,34.8,,,us,usp000hdzt,2016-11-10T02:29:35.074Z,"Taiwan",earthquake,,,,,reviewed,tap,gcmt
2010-06-14T17:17:44.330Z,24.036,121.733,14,4.4,mb,49,90.5,,0.94,us,usp000hdzd,2014-11-07T01:41:40.993Z,"Taiwan",earthquake,,3.6,,14,reviewed,us,us
2010-06-04T11:31:33.720Z,23.068,121.766,10,4.2,mb,18,123.8,,1.47,us,usp000hdk0,2014-11-07T01:41:38.542Z,"Taiwan",earthquake,,,,2,reviewed,us,us
2010-05-26T11:16:15.070Z,24.849,122.568,13.9,4.6,mb,19,110.4,,0.99,us,usp000hd6r,2014-11-07T01:41:33.125Z,"Taiwan region",earthquake,,12.4,,2,reviewed,us,us
2010-05-23T10:20:38.070Z,22.639,120.573,8.7,4.3,mb,20,154.1,,1.1,us,usp000hd31,2014-11-07T01:41:31.748Z,"Taiwan",earthquake,,10.2,,3,reviewed,us,us
2010-05-02T18:00:13.800Z,22.878,120.606,23.1,4.4,mb,43,65.5,,1.14,us,usp000hc7u,2014-11-07T01:41:25.575Z,"Taiwan",earthquake,,7.5,,10,reviewed,us,us
2010-04-28T14:58:51.030Z,21.692,121.041,10,4.1,mb,28,108.3,,1.04,us,usp000hc0y,2014-11-07T01:41:20.791Z,"Taiwan region",earthquake,,,,2,reviewed,us,us
2010-04-25T15:16:49.160Z,24.923,122.318,10,4.5,mb,17,94.6,,1.45,us,usp000hbw3,2014-11-07T01:41:19.171Z,"Taiwan region",earthquake,,,,8,reviewed,us,us
2010-04-25T11:14:10.660Z,21.949,121.555,10,4.6,mb,96,56.4,,1.08,us,usp000hbw0,2014-11-07T01:41:19.158Z,"Taiwan region",earthquake,,,,41,reviewed,us,us
2010-04-23T01:49:47.340Z,24.651,122.402,88.4,4.4,mb,50,42.2,,0.81,us,usp000hbt2,2014-11-07T01:41:18.616Z,"Taiwan region",earthquake,,3.5,,18,reviewed,us,us
2010-04-13T20:55:54.170Z,23.111,121.456,10,4.3,mb,16,113.4,,0.86,us,usp000hbbd,2014-11-07T01:41:15.934Z,"Taiwan",earthquake,,,,1,reviewed,us,us
2010-04-13T20:49:07.060Z,23.122,121.441,1.4,5,mwc,81,47.4,,1.12,us,usp000hbbb,2016-11-10T02:27:04.424Z,"Taiwan",earthquake,,5.7,,,reviewed,us,gcmt
2010-04-13T14:29:27.160Z,23.07,121.52,3.5,4.5,mb,36,103.7,,1.08,us,usp000hbam,2014-11-07T01:41:15.810Z,"Taiwan",earthquake,,8.5,,8,reviewed,us,us
2010-04-11T04:57:31.030Z,23.251,122.023,35,5.3,mwc,186,58.9,,0.89,us,usp000hb5v,2016-11-10T02:26:55.601Z,"Taiwan region",earthquake,,7.3,,,reviewed,us,gcmt
2010-04-09T11:49:52.890Z,24.853,122.103,105.3,4.4,mb,20,66.2,,0.79,us,usp000hb1y,2014-11-07T01:41:14.226Z,"Taiwan region",earthquake,,4.3,,5,reviewed,us,us
2010-04-09T03:53:19.300Z,24.77,121.79,80.9,3.9,mb,11,151.2,,,us,usp000hb0z,2014-11-07T01:41:14.124Z,"Taiwan",earthquake,,,,3,reviewed,tap,us
2010-04-02T12:12:51.270Z,24.115,121.716,12.4,4.2,mb,13,75.3,,0.83,us,usp000ha8e,2014-11-07T01:41:09.979Z,"Taiwan",earthquake,,6.8,,3,reviewed,us,us
2010-03-26T23:07:53.860Z,24.03,121.773,62.1,4.8,mb,47,96.2,,0.93,us,usp000ha0s,2014-11-07T01:41:05.913Z,"Taiwan",earthquake,,3.8,,22,reviewed,us,us
2010-03-24T10:13:18.800Z,23.91,121.59,8,4.6,ml,8,137,,,us,usp000h9xj,2014-11-07T01:41:05.240Z,"Taiwan",earthquake,,,,,reviewed,tap,tap
2010-03-18T16:53:59.500Z,24.4,122.03,25.2,4,mb,16,123.5,,,us,usp000h9n2,2014-11-07T01:41:03.182Z,"Taiwan region",earthquake,,,,7,reviewed,tap,us
2010-03-18T09:01:31.840Z,24.413,122.286,10,4.5,mb,29,120.6,,0.86,us,usp000h9mj,2014-11-07T01:41:03.120Z,"Taiwan region",earthquake,,,,6,reviewed,us,us
2010-03-09T05:51:21.220Z,23.994,120.817,10,4.5,ml,7,197.9,,0.67,us,usp000h8zx,2014-11-07T01:40:57.779Z,"Taiwan",earthquake,,,,,reviewed,us,tap
2010-03-09T05:31:49.310Z,23.04,120.739,10,4.5,ml,7,213.2,,0.85,us,usp000h8zw,2014-11-07T01:40:57.777Z,"Taiwan",earthquake,,,,,reviewed,us,tap
2010-03-08T17:54:29.520Z,22.818,120.692,10,4.1,mb,12,109.6,,1.22,us,usp000h8yy,2014-11-07T01:40:57.624Z,"Taiwan",earthquake,,,,3,reviewed,us,us
2010-03-08T09:26:24.870Z,23.334,120.654,35,4.3,mb,34,96.9,,0.99,us,usp000h8xs,2014-11-07T01:40:57.339Z,"Taiwan",earthquake,,,,8,reviewed,us,us
2010-03-04T09:47:01.270Z,22.818,120.491,8.4,4.6,ml,19,154,,1.01,us,usp000h8pg,2014-11-07T01:40:55.217Z,"Taiwan",earthquake,,9.5,,,reviewed,us,tap
2010-03-04T08:16:16.850Z,22.901,120.769,23.9,5.2,mwc,195,32.4,,0.82,us,usp000h8pb,2016-11-10T02:25:09.723Z,"Taiwan",earthquake,,,,,reviewed,us,gcmt
2010-03-04T08:08:02.380Z,22.789,121.417,35,4.3,mb,16,119.5,,1.08,us,usp000h8pa,2014-11-07T01:40:55.153Z,"Taiwan region",earthquake,,,,1,reviewed,us,us
2010-03-04T07:07:16.190Z,22.908,122.018,35,4.7,mb,23,114.1,,1.4,us,usp000h8p6,2014-11-07T01:40:55.045Z,"Taiwan region",earthquake,,,,10,reviewed,us,us
2010-03-04T00:24:44.780Z,22.834,120.46,10,4.8,mb,14,174.8,,1.51,us,usp000h8ne,2014-11-07T01:40:54.668Z,"Taiwan",earthquake,,,,1,reviewed,us,us
2010-03-04T00:18:51.290Z,22.918,120.795,21,6.3,mwc,326,19.8,,0.88,us,usp000h8nd,2020-04-18T00:22:11.012Z,"Taiwan",earthquake,,,,,reviewed,us,gcmt
2010-02-16T03:11:27.870Z,24.132,122.261,32,4.3,mb,32,85.2,,0.87,us,usp000h7bn,2014-11-07T01:40:42.769Z,"Taiwan region",earthquake,,8.2,,4,reviewed,us,us
2010-02-12T02:42:38.530Z,23.845,121.194,21.2,4.9,mwc,180,25.8,,0.78,us,usp000h76u,2016-11-10T02:24:06.912Z,"Taiwan",earthquake,,,,,reviewed,us,gcmt
2010-01-19T06:09:27.160Z,23.771,121.664,44.7,4.9,mb,115,87.5,,1,us,usp000h6bb,2015-03-24T02:07:46.061Z,"Taiwan",earthquake,,4,,43,reviewed,us,us
2010-01-13T10:14:46.870Z,24.002,121.605,13.5,4.7,ml,8,132.6,,0.66,us,usp000h62j,2014-11-07T01:40:27.425Z,"Taiwan",earthquake,,9.4,,,reviewed,us,tap
2010-01-10T03:24:31.790Z,22.507,121.338,80.6,4,mb,13,155.7,,0.72,us,usp000h5wz,2014-11-07T01:40:26.224Z,"Taiwan region",earthquake,,6,,2,reviewed,us,us
2010-01-04T19:27:37.000Z,24.152,121.923,48.4,4.5,mb,57,56.6,,1.12,us,usp000h5qp,2014-11-07T01:40:24.996Z,"Taiwan",earthquake,,4.9,,21,reviewed,us,us
2010-01-01T17:34:45.620Z,23.786,121.677,30.3,4.5,mb,66,44.7,,0.98,us,usp000h5ka,2014-11-07T01:40:22.884Z,"Taiwan",earthquake,,4.9,,20,reviewed,us,us
2009-12-31T05:38:39.340Z,23.7,121.73,10,4.1,mb,11,157.9,,0.96,us,usp000h5hv,2014-11-07T01:40:20.355Z,"Taiwan",earthquake,,,,2,reviewed,us,us
2009-12-28T21:10:44.500Z,24.74,122.36,98.3,4.3,mb,44,46,,,us,usp000h5er,2014-11-07T01:40:19.162Z,"Taiwan region",earthquake,,,,10,reviewed,tap,us
2009-12-25T13:00:15.700Z,24.41,121.82,14,4.4,ml,9,116.6,,,us,usp000h5bs,2014-11-07T01:40:18.553Z,"Taiwan",earthquake,,,,,reviewed,tap,tap
2009-12-25T03:56:14.810Z,24.014,122.267,18.3,4.6,mb,70,84.3,,0.92,us,usp000h5bb,2014-11-07T01:40:18.497Z,"Taiwan region",earthquake,,4.3,,30,reviewed,us,us
2009-12-20T02:12:24.500Z,23.775,121.682,34.4,4.1,mb,40,88.2,,0.77,us,usp000h570,2014-11-07T01:40:17.640Z,"Taiwan",earthquake,,11.5,,13,reviewed,us,us
2009-12-19T13:02:15.570Z,23.796,121.605,43,6.4,mwc,426,13.6,,1.04,us,usp000h56g,2020-04-18T00:20:39.019Z,"Taiwan",earthquake,,,,,reviewed,us,us
2009-12-13T08:13:23.640Z,23.709,121.589,10,4.5,mb,22,115.6,,1.3,us,usp000h505,2014-11-07T01:40:16.351Z,"Taiwan",earthquake,,,,2,reviewed,us,us
2009-11-28T03:04:21.470Z,24.509,122.008,49.9,4.3,mb,13,138.2,,1.2,us,usp000h4gp,2014-11-07T01:40:09.221Z,"Taiwan region",earthquake,,8.6,,3,reviewed,us,us
2009-11-22T21:46:08.700Z,24.521,121.734,76.9,4.1,mb,19,70.7,,0.81,us,usp000h4b0,2014-11-07T01:40:08.213Z,"Taiwan",earthquake,,4.8,,9,reviewed,us,us
2009-11-21T17:27:50.290Z,24.185,121.875,72.2,4.5,mb,56,74.7,,0.99,us,usp000h49n,2014-11-07T01:40:07.955Z,"Taiwan",earthquake,,3.8,,23,reviewed,us,us
2009-11-15T14:47:48.710Z,24.95,122.165,129.5,4.9,mb,78,52.2,,0.83,us,usp000h42t,2015-03-24T02:07:26.816Z,"Taiwan region",earthquake,,,,28,reviewed,us,us
2009-11-08T11:09:26.630Z,23.827,121.884,10,4.4,mb,16,99,,1.48,us,usp000h3v1,2014-11-07T01:40:05.267Z,"Taiwan",earthquake,,,,6,reviewed,us,us
2009-11-05T11:34:18.880Z,23.655,120.841,10,5.2,mwc,125,45.6,,0.8,us,usp000h3sd,2020-04-16T16:57:13.599Z,"Taiwan",earthquake,,,,,reviewed,us,gcmt
2009-11-05T09:38:07.690Z,23.641,121.148,10,4.7,mb,14,74.7,,1.4,us,usp000h3s8,2014-11-07T01:40:04.644Z,"Taiwan",earthquake,,,,1,reviewed,us,us
2009-11-05T09:32:56.560Z,23.731,120.744,18,5.6,mwb,217,22.8,,0.88,us,usp000h3s7,2020-04-18T00:19:58.171Z,"Taiwan",earthquake,,,,,reviewed,us,us
2009-10-22T23:05:03.310Z,22.549,121.555,112.7,4.9,mb,101,92.2,,0.92,us,usp000h39j,2014-11-07T01:39:57.832Z,"Taiwan region",earthquake,,3.4,,50,reviewed,us,us
2009-10-22T20:46:21.350Z,24.262,121.913,6.4,4.6,mb,50,76,,1.02,us,usp000h39b,2014-11-07T01:39:57.813Z,"Taiwan",earthquake,,7.4,,13,reviewed,us,us
2009-10-22T03:36:50.570Z,23.324,120.34,10,4.6,mb,20,97.1,,1.26,us,usp000h38p,2014-11-07T01:39:57.679Z,"Taiwan",earthquake,,,,2,reviewed,us,us
2009-10-11T06:42:05.870Z,21.884,120.724,10,4.9,mb,81,89.4,,1.08,us,usp000h2r5,2014-11-07T01:39:54.857Z,"Taiwan region",earthquake,,,,29,reviewed,us,us
2009-10-04T14:02:15.700Z,24.671,122.075,70.6,4.6,mb,50,49.8,,1.06,us,usp000h2cb,2014-11-07T01:39:52.385Z,"Taiwan region",earthquake,,5.4,,9,reviewed,us,us
2009-10-04T11:56:06.090Z,24.339,122.374,10,4.5,ml,7,270.3,,1.37,us,usp000h2c6,2014-11-07T01:39:52.372Z,"Taiwan region",earthquake,,,,,reviewed,us,tap
2009-10-04T03:17:02.750Z,23.605,121.794,10,4.3,mb,14,161.4,,0.91,us,usp000h2bk,2014-11-07T01:39:52.163Z,"Taiwan",earthquake,,,,5,reviewed,us,us
2009-10-03T17:36:06.120Z,23.63,121.452,28,6.1,mww,311,22.4,,0.97,us,usp000h2b0,2020-04-18T00:19:24.062Z,"Taiwan",earthquake,,,,,reviewed,us,us
2009-09-19T09:57:30.440Z,23.447,120.76,9.2,4.5,ml,7,164,,0.51,us,usp000h1ns,2014-11-07T01:39:43.192Z,"Taiwan",earthquake,,12.2,,,reviewed,us,tap
2009-09-18T05:53:56.100Z,24.86,122,26.9,4.7,ml,7,278.9,,,us,usp000h1mf,2014-11-07T01:39:42.860Z,"Taiwan region",earthquake,,,,,reviewed,tap,tap
