time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-17T17:39:26.200Z,38.1407,-118.0743,0.3,2.8,ml,18,92.96,0.085,0.28,nn,nn00727438,2020-05-17T17:53:21.040Z,"62km SE of Hawthorne, Nevada",earthquake,,16.3,,,automatic,nn,nn
2020-05-17T17:36:39.180Z,35.9949989,-120.559166,3.64,3.32,ml,50,116,0.02327,0.07,nc,nc73389810,2020-05-19T09:11:47.817Z,"16km NW of Parkfield, CA",earthquake,0.21,0.27,0.241,25,automatic,nc,nc
2020-05-17T17:30:52.720Z,44.282,-115.0845,7.15,2.5,ml,12,78,0.867,0.23,mb,mb80423309,2020-05-17T18:23:30.640Z,"72km WSW of Challis, Idaho",earthquake,0.59,1.43,0.157,13,reviewed,mb,mb
2020-05-17T17:29:01.630Z,17.909,-66.8816,11,2.63,md,23,210,0.0661,0.16,pr,pr2020138016,2020-05-19T18:47:29.424Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.53,0.41,0.29,7,reviewed,pr,pr
2020-05-17T16:57:13.702Z,38.1863,-117.7403,7.9,3.5,ml,26,48.47,0.106,0.2276,nn,nn00727414,2020-05-18T02:55:04.724Z,"44km WNW of Tonopah, Nevada",earthquake,,1,0.24,14,reviewed,nn,nn
2020-05-17T16:41:50.100Z,38.1768,-117.8505,4.1,2.6,ml,15,85.03,0.104,0.07,nn,nn00727403,2020-05-19T14:11:58.040Z,"58km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-17T16:19:16.780Z,38.2842,-118.1358,5.3,2.7,ml,14,70.29,0.293,0.2,nn,nn00727394,2020-05-17T18:51:56.040Z,"66km SE of Hawthorne, Nevada",earthquake,,6.3,,,automatic,nn,nn
2020-05-17T15:57:50.361Z,44.2947,-115.0517,10,2.8,ml,,77,0.865,0.66,us,us70009izp,2020-05-18T00:00:17.919Z,"69km WSW of Challis, Idaho",earthquake,1.2,2,0.043,72,reviewed,us,us
2020-05-17T15:50:09.798Z,43.9432,-106.3613,10,2.5,ml,,143,1.297,0.81,us,us70009izm,2020-05-18T17:19:08.040Z,"52km SSE of Buffalo, Wyoming",earthquake,2.7,2,0.074,24,reviewed,us,us
2020-05-17T15:13:02.048Z,38.0915,-118.5332,7.1,3.1,ml,22,42.35,0.162,0.1582,nn,nn00727369,2020-05-19T14:06:52.040Z,"48km S of Hawthorne, Nevada",earthquake,,3.3,0.39,7,reviewed,nn,nn
2020-05-17T15:09:15.690Z,17.9456,-66.9013,7,3.09,md,23,192,0.0369,0.19,pr,pr2020138002,2020-05-17T23:11:56.274Z,"9km S of Guanica, Puerto Rico",earthquake,0.48,0.27,0.39,18,reviewed,pr,pr
2020-05-17T14:42:37.590Z,38.18,-117.8578,13.4,2.7,ml,24,62.36,0.094,0.09,nn,nn00727356,2020-05-17T18:32:20.040Z,"56km WNW of Tonopah, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-05-17T14:40:10.570Z,38.1903,-117.8908,0.7,2.5,ml,17,62.27,0.083,0.21,nn,nn00727355,2020-05-17T18:31:27.040Z,"60km WNW of Tonopah, Nevada",earthquake,,14.2,,,automatic,nn,nn
2020-05-17T14:28:43.845Z,13.0777,-90.9956,10,4.3,mb,,208,1.59,0.74,us,us70009iy4,2020-05-17T18:27:03.040Z,"95km S of Puerto San Jose, Guatemala",earthquake,6.7,2,0.086,39,reviewed,us,us
2020-05-17T14:13:00.400Z,38.1635,-117.9352,9,2.5,ml,17,87.1,0.447,0.25,nn,nn00727337,2020-05-19T14:01:45.040Z,"60km W of Tonopah, Nevada",earthquake,,17.4,,,automatic,nn,nn
2020-05-17T14:08:49.820Z,38.2013,-117.7652,7.2,2.5,ml,32,50.11,0.198,0.19,nn,nn00727334,2020-05-17T17:26:54.040Z,"48km WNW of Tonopah, Nevada",earthquake,,15.5,,,automatic,nn,nn
2020-05-17T13:58:23.026Z,60.8398,-147.6537,23.4,3.3,ml,,,,0.96,ak,ak0206cg907b,2020-05-17T17:25:18.040Z,"56km E of Whittier, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-05-17T13:49:44.854Z,-18.6578,-174.8319,127.26,5,mb,,69,4.662,0.46,us,us70009ixd,2020-05-17T17:23:18.040Z,"89km W of Neiafu, Tonga",earthquake,11,7.6,0.08,50,reviewed,us,us
2020-05-17T13:49:30.620Z,35.8781662,-117.6823349,3.41,3.09,ml,47,41,0.07426,0.15,ci,ci39204695,2020-05-17T18:08:40.568Z,"21km ESE of Little Lake, CA",earthquake,0.18,0.61,0.211,20,automatic,ci,ci
2020-05-17T13:17:55.657Z,38.1577,-117.9583,10.5,3.9,ml,22,44.38,0.019,0.1435,nn,nn00727300,2020-05-18T02:54:11.329Z,"60km W of Tonopah, Nevada",earthquake,,0.6,0.39,7,reviewed,nn,nn
2020-05-17T13:07:02.200Z,38.2065,-117.6982,4.8,2.5,ml,28,122.42,0.382,0.08,nn,nn00727296,2020-05-17T21:09:48.165Z,"49km WNW of Tonopah, Nevada",earthquake,,10.5,,,automatic,nn,nn
2020-05-17T12:36:04.420Z,17.9675,-66.9123,9,2.95,md,23,181,0.034,0.27,pr,pr2020138012,2020-05-19T18:47:48.168Z,"0km SW of Guanica, Puerto Rico",earthquake,0.49,0.68,0.19,9,reviewed,pr,pr
2020-05-17T12:34:46.170Z,38.161,-118.0142,6.1,3,ml,25,56.07,0.046,0.13,nn,nn00727277,2020-05-17T12:38:23.667Z,"66km SE of Hawthorne, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-17T12:25:00.680Z,44.278,-115.1775,9.6,2.78,ml,14,83,0.903,0.28,mb,mb80423194,2020-05-17T15:05:58.880Z,"72km NE of Idaho City, Idaho",earthquake,0.6,1.46,0.164,22,reviewed,mb,mb
2020-05-17T12:23:42.502Z,38.0884,-118.5152,10.9,2.7,ml,20,60.01,0.163,0.1291,nn,nn00727265,2020-05-18T02:49:07.356Z,"48km S of Hawthorne, Nevada",earthquake,,1.7,0.36,7,reviewed,nn,nn
2020-05-17T12:17:33.670Z,38.179,-117.7547,7.9,2.8,ml,30,49.19,0.166,0.66,nn,nn00727257,2020-05-17T12:26:22.040Z,"52km WNW of Tonopah, Nevada",earthquake,,18.5,,,automatic,nn,nn
2020-05-17T11:53:53.336Z,38.15,-117.9553,9.6,4.5,ml,26,51.9,0.012,0.2003,nn,nn00727244,2020-05-20T08:28:52.150Z,"57km WNW of Tonopah, Nevada",earthquake,,0.8,0.5,9,reviewed,nn,nn
2020-05-17T11:38:26.905Z,33.6558,134.6972,26.49,4.5,mwr,,106,0.688,0.81,us,us70009iut,2020-05-17T23:20:44.811Z,"29km S of Anan, Japan",earthquake,6.3,7.1,0.083,14,reviewed,us,us
2020-05-17T11:36:53.060Z,38.1845,-117.8407,4.3,2.6,ml,21,48.62,0.116,0.1,nn,nn00727233,2020-05-17T12:23:21.040Z,"56km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-17T11:22:50.299Z,38.2026,-117.7843,11.5,3.7,ml,18,49.74,0.152,0.1316,nn,nn00727224,2020-05-18T02:52:58.916Z,"49km WNW of Tonopah, Nevada",earthquake,,1.1,0.27,4,reviewed,nn,nn
2020-05-17T11:12:16.390Z,38.1542,-117.9743,8.1,2.6,ml,21,55.91,0.028,0.05,nn,nn00727218,2020-05-17T12:20:42.040Z,"67km W of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-17T11:10:49.119Z,34.9745,-97.69883333,11.2,3.05,ml,76,33,0,0.38,ok,ok2020jrdy,2020-05-19T19:40:34.993Z,"18km NW of Lindsay, Oklahoma",earthquake,,1.4,0.24,34,reviewed,ok,ok
2020-05-17T10:22:34.410Z,38.1427,-117.9457,9.9,2.7,ml,23,60.08,0.007,0.1,nn,nn00727190,2020-05-17T11:46:28.040Z,"61km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-17T09:56:10.880Z,38.1417,-117.9552,10.3,2.6,ml,18,88.02,0.026,0.03,nn,nn00727176,2020-05-17T10:15:21.040Z,"66km W of Tonopah, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-05-17T09:44:07.560Z,38.1512,-117.9812,10.4,2.6,ml,18,123.16,0.042,0.06,nn,nn00727169,2020-05-17T10:12:30.040Z,"68km SE of Hawthorne, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-17T09:42:21.260Z,38.1363,-117.9965,8.8,3.4,ml,23,42.99,0.029,0.1807,nn,nn00727164,2020-05-18T02:52:25.073Z,"64km W of Tonopah, Nevada",earthquake,,0.8,0.33,8,reviewed,nn,nn
2020-05-17T09:22:52.480Z,38.0878,-118.0778,13.9,2.8,ml,21,137.24,0.398,0.48,nn,nn00727155,2020-05-17T09:44:31.040Z,"68km SE of Hawthorne, Nevada",earthquake,,2.1,,,automatic,nn,nn
2020-05-17T08:59:31.760Z,38.159,-117.8818,10.7,2.9,ml,17,92.56,0.065,0.15,nn,nn00727141,2020-05-17T09:15:25.040Z,"59km W of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-17T08:36:25.880Z,38.2027,-117.7315,6.1,2.5,ml,28,50.57,0.399,0.11,nn,nn00727130,2020-05-17T08:39:43.751Z,"46km WNW of Tonopah, Nevada",earthquake,,12.1,,,automatic,nn,nn
2020-05-17T08:36:08.966Z,62.1394,-152.0792,107,2.5,ml,,,,0.5,ak,ak0206cd53gw,2020-05-17T08:57:30.040Z,"105km W of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-17T08:28:48.506Z,38.1618,-117.8439,7.3,4.3,ml,22,47.6,0.094,0.1468,nn,nn00727120,2020-05-20T02:36:09.659Z,"55km WNW of Tonopah, Nevada",earthquake,,1.2,0.31,8,reviewed,nn,nn
2020-05-17T08:23:03.200Z,38.1505,-117.8112,8.4,2.8,ml,23,128.46,0.485,0.24,nn,nn00727117,2020-05-17T08:26:25.136Z,"51km W of Tonopah, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-05-17T08:14:08.860Z,38.1168,-117.8488,0.3,2.6,ml,23,92.3,0.072,0.16,nn,nn00727116,2020-05-17T08:24:04.712Z,"54km W of Tonopah, Nevada",earthquake,,14.3,,,automatic,nn,nn
2020-05-17T07:57:44.140Z,17.9663,-66.834,15,2.91,md,23,182,0.046,0.15,pr,pr2020138010,2020-05-19T09:22:32.278Z,"3km SSW of Indios, Puerto Rico",earthquake,0.52,0.34,0.19,21,reviewed,pr,pr
2020-05-17T07:54:09.420Z,38.1439,-117.9829,11.4,3.3,ml,22,43.48,0.019,0.1657,nn,nn00727104,2020-05-18T02:51:14.502Z,"66km W of Tonopah, Nevada",earthquake,,0.8,0.13,8,reviewed,nn,nn
2020-05-17T07:50:54.460Z,38.1468,-117.9965,8.6,2.8,ml,34,47.52,0.036,0.1,nn,nn00727101,2020-05-17T07:55:23.587Z,"67km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-17T07:45:00.810Z,38.2143,-117.784,5.3,2.8,ml,22,54.55,0.166,0.1,nn,nn00727092,2020-05-17T07:48:43.247Z,"51km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-17T07:39:32.981Z,38.2039,-117.7689,9.1,2.6,ml,16,49.69,0.163,0.1106,nn,nn00727089,2020-05-18T15:13:56.063Z,"49km WNW of Tonopah, Nevada",earthquake,,2.6,0.2,3,reviewed,nn,nn
2020-05-17T07:38:14.440Z,38.1722,-117.9032,5.3,2.6,ml,19,48.66,0.041,0.13,nn,nn00727088,2020-05-17T07:41:31.796Z,"60km WNW of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-17T07:33:01.889Z,38.1495,-118.0113,7,3,ml,23,53.36,0.042,0.1379,nn,nn00727083,2020-05-18T02:48:55.199Z,"67km SE of Hawthorne, Nevada",earthquake,,0.9,0.25,9,reviewed,nn,nn
2020-05-17T07:26:50.480Z,38.1592,-118.0135,12,2.7,ml,35,50.6,0.302,0.11,nn,nn00727078,2020-05-17T07:31:23.577Z,"67km SE of Hawthorne, Nevada",earthquake,,4.8,,,automatic,nn,nn
2020-05-17T07:08:08.050Z,38.1538,-118.025,3.2,2.7,ml,25,54.24,0.055,0.1,nn,nn00727072,2020-05-17T07:23:41.948Z,"66km SE of Hawthorne, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-17T07:06:45.820Z,38.1473,-118.0142,4.4,2.8,ml,16,47.24,0.044,0.0843,nn,nn00727069,2020-05-18T15:07:45.852Z,"67km SE of Hawthorne, Nevada",earthquake,,1,0.24,3,reviewed,nn,nn
2020-05-17T06:42:02.662Z,38.1973,-117.7699,8.03,3.6,ml,,49,0.383,0.57,us,us70009inr,2020-05-18T18:57:56.200Z,"49km WNW of Tonopah, Nevada",earthquake,1.6,8.5,0.04,84,reviewed,us,us
2020-05-17T06:42:02.524Z,38.1772,-117.7858,5.9,3.3,ml,15,87.56,0.142,0.1183,nn,nn00727385,2020-05-18T02:54:32.519Z,"50km WNW of Tonopah, Nevada",earthquake,,3.1,0.3,2,reviewed,nn,nn
2020-05-17T06:36:37.897Z,38.1426,-118.0302,6,2.9,ml,14,57.6,0.056,0.1645,nn,nn00727049,2020-05-18T02:48:51.232Z,"67km SE of Hawthorne, Nevada",earthquake,,2.5,0.3,2,reviewed,nn,nn
2020-05-17T06:36:21.360Z,17.9415,-66.9638,9,3.22,md,22,209,0.0851,0.14,pr,pr2020138001,2020-05-17T14:38:47.772Z,"6km SW of Guanica, Puerto Rico",earthquake,0.49,0.66,0.19,18,reviewed,pr,pr
2020-05-17T06:24:24.278Z,38.1705,-117.8804,0,3.4,ml,15,46.77,0.07,0.2088,nn,nn00727043,2020-05-18T02:50:42.262Z,"58km WNW of Tonopah, Nevada",earthquake,,0,0.05,2,reviewed,nn,nn
2020-05-17T06:17:23.155Z,38.2106,-117.7955,11.5,2.9,ml,13,82.89,0.148,0.1978,nn,nn00727350,2020-05-18T02:49:10.411Z,"52km WNW of Tonopah, Nevada",earthquake,,3.2,0.16,2,reviewed,nn,nn
2020-05-17T06:11:46.361Z,38.1822,-117.7455,7.2,3.5,ml,16,48.3,0.174,0.1717,nn,nn00727030,2020-05-18T02:50:08.721Z,"48km WNW of Tonopah, Nevada",earthquake,,2.7,0.22,3,reviewed,nn,nn
2020-05-17T06:11:32.620Z,38.1773,-117.9343,4.4,3.3,ml,13,144,0.031,0.07,nn,nn00727031,2020-05-17T06:17:17.408Z,"62km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-17T06:06:08.790Z,17.884,-66.9745,10,3.11,md,22,241,0.1103,0.13,pr,pr2020138009,2020-05-19T09:20:58.286Z,"11km SW of Guanica, Puerto Rico",earthquake,0.7,0.61,0.14,22,reviewed,pr,pr
2020-05-17T06:05:22.830Z,38.1787,-117.7598,5.6,2.8,ml,15,48.25,0.162,0.1412,nn,nn00727023,2020-05-18T02:48:43.096Z,"48km WNW of Tonopah, Nevada",earthquake,,3.2,0.23,2,reviewed,nn,nn
2020-05-17T05:58:59.344Z,38.1912,-117.7611,7.4,2.9,ml,13,49.03,0.165,0.2327,nn,nn00727017,2020-05-18T02:48:41.354Z,"47km WNW of Tonopah, Nevada",earthquake,,6.7,0.19,8,reviewed,nn,nn
2020-05-17T05:53:08.402Z,38.1321,-118.064,6,3,ml,24,46.08,0.083,0.1824,nn,nn00727009,2020-05-18T02:48:39.729Z,"64km SE of Hawthorne, Nevada",earthquake,,1.5,0.25,13,reviewed,nn,nn
2020-05-17T05:52:47.250Z,51.9579,-169.2034,10,3.7,mb,,210,2.499,1.15,us,us70009in6,2020-05-17T06:28:44.040Z,"111km SSW of Nikolski, Alaska",earthquake,9.7,2,0.07,51,reviewed,us,us
2020-05-17T05:42:25.951Z,51.836,-169.1798,10,3.8,mb,,212,2.585,1.12,us,us70009imx,2020-05-17T06:09:56.040Z,"124km S of Nikolski, Alaska",earthquake,9.1,2,0.099,26,reviewed,us,us
2020-05-17T05:35:13.400Z,51.7597,-169.1515,10,3.8,ml,,213,2.635,1,us,us70009ims,2020-05-17T06:00:02.040Z,"132km S of Nikolski, Alaska",earthquake,10.1,2,0.097,14,reviewed,us,us
2020-05-17T05:34:04.650Z,38.1872,-117.7557,5.4,2.5,ml,33,49.84,0.182,0.1,nn,nn00726999,2020-05-17T07:16:06.040Z,"48km WNW of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-17T05:26:30.523Z,52.1603,-169.4466,10,4.8,mb,,176,2.451,1.18,us,us70009imm,2020-05-17T06:15:10.026Z,"95km SSW of Nikolski, Alaska",earthquake,6.7,1.9,0.028,381,reviewed,us,us
2020-05-17T05:22:08.931Z,29.9465,95.0247,10,4.6,mb,,77,3.395,0.64,us,us70009iml,2020-05-17T06:39:17.040Z,"71km W of Zhamog, China",earthquake,4.8,1.9,0.095,33,reviewed,us,us
2020-05-17T05:04:16.131Z,62.7639,-147.9388,43,2.5,ml,,,,0.7,ak,ak0206cb5y99,2020-05-17T07:04:35.040Z,"86km SSE of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-05-17T05:02:22.838Z,38.1605,-117.8524,5.9,3.5,ml,22,47.34,0.087,0.2661,nn,nn00726986,2020-05-18T02:49:35.385Z,"54km WNW of Tonopah, Nevada",earthquake,,1.3,0.35,12,reviewed,nn,nn
2020-05-17T04:52:03.630Z,38.1415,-118.006,10.6,2.5,ml,29,102.55,0.018,0.06,nn,nn00726977,2020-05-17T05:17:14.040Z,"68km SE of Hawthorne, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-17T04:32:15.139Z,20.4628,96.0578,10,4.7,mb,,175,0.963,0.81,us,us70009ilx,2020-05-17T04:51:03.040Z,"10km WNW of Yamethin, Burma",earthquake,3.5,1.9,0.126,19,reviewed,us,us
2020-05-17T04:22:47.410Z,38.1973,-117.7775,6.5,2.6,ml,26,49.49,0.163,0.1,nn,nn00726966,2020-05-17T04:39:27.040Z,"46km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-17T04:18:47.955Z,57.2239,-155.044,4.7,4.1,ml,,,,0.84,ak,ak0206canl88,2020-05-17T05:05:12.333Z,"72km WSW of Larsen Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-05-17T03:56:08.242Z,38.1293,-118.0391,8,2.8,ml,15,43.74,0.064,0.1412,nn,nn00726946,2020-05-18T02:48:36.187Z,"68km SE of Hawthorne, Nevada",earthquake,,1.4,0.11,3,reviewed,nn,nn
2020-05-17T03:48:41.750Z,38.1972,-117.7325,4.9,2.8,ml,29,50.21,0.187,0.16,nn,nn00726941,2020-05-17T04:04:12.040Z,"44km WNW of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-17T03:47:04.735Z,38.1249,-118.0898,3.9,2.9,ml,15,94.89,0.104,0.1113,nn,nn00726940,2020-05-18T02:48:34.372Z,"65km SE of Hawthorne, Nevada",earthquake,,3.4,0.3,3,reviewed,nn,nn
2020-05-17T03:27:33.903Z,38.1449,-117.9724,6.2,2.7,ml,16,47.25,0.012,0.1611,nn,nn00726928,2020-05-18T02:48:33.111Z,"66km W of Tonopah, Nevada",earthquake,,1,0.46,3,reviewed,nn,nn
2020-05-17T03:25:32.773Z,38.1719,-117.855,4.5,3.2,ml,15,47.49,0.089,0.1509,nn,nn00726923,2020-05-18T02:48:31.429Z,"56km WNW of Tonopah, Nevada",earthquake,,2.9,0.37,2,reviewed,nn,nn
2020-05-17T03:21:47.875Z,44.2996,-115.1389,10,3.3,ml,,58,0.904,0.78,us,us70009ikh,2020-05-19T11:50:48.662Z,"75km WSW of Challis, Idaho",earthquake,2.5,2,0.035,106,reviewed,us,us
2020-05-17T03:04:21.637Z,38.1717,-117.7921,8.4,3.4,ml,16,48.15,0.136,0.1551,nn,nn00726910,2020-05-18T02:49:04.670Z,"47km WNW of Tonopah, Nevada",earthquake,,2.5,0.2,3,reviewed,nn,nn
2020-05-17T03:01:30.469Z,61.6675,-149.9296,38.3,2.5,ml,,,,0.47,ak,ak0206c9yh0e,2020-05-17T16:22:43.458Z,"8km S of Willow, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-05-17T02:57:56.350Z,17.922,-66.9315,9,3.18,md,22,217,0.0745,0.11,pr,pr2020138000,2020-05-17T03:40:42.132Z,"10km SSW of Guanica, Puerto Rico",earthquake,0.53,0.45,0.12,21,reviewed,pr,pr
2020-05-17T02:38:55.133Z,44.2871,-114.9728,10,3.1,ml,,74,0.829,0.66,us,us70009ijq,2020-05-17T07:30:04.730Z,"63km WSW of Challis, Idaho",earthquake,1.9,2,0.041,80,reviewed,us,us
2020-05-17T02:37:02.550Z,38.1703,-117.8452,8.6,2.5,ml,11,97.19,0.104,0.14,nn,nn00726899,2020-05-17T02:59:48.040Z,"54km WNW of Tonopah, Nevada",earthquake,,3,,,automatic,nn,nn
2020-05-17T02:29:50.910Z,38.0952,-118.0492,19.3,3,ml,21,134.59,0.715,0.31,nn,nn00726896,2020-05-17T02:40:06.040Z,"66km W of Tonopah, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-05-17T02:15:06.460Z,38.155,-117.744,7.5,2.5,ml,16,85.83,0.428,0.24,nn,nn00726885,2020-05-17T02:27:42.040Z,"48km WNW of Tonopah, Nevada",earthquake,,4.7,,,automatic,nn,nn
2020-05-17T02:12:27.390Z,38.1875,-117.7588,8.1,3,ml,15,57.86,0.165,0.1044,nn,nn00726881,2020-05-18T02:48:27.112Z,"43km WNW of Tonopah, Nevada",earthquake,,2.8,0.19,2,reviewed,nn,nn
2020-05-17T01:22:12.010Z,38.1352,-117.9405,9.7,2.6,ml,21,78.8,0.026,0.11,nn,nn00726856,2020-05-17T01:34:20.040Z,"64km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-17T01:14:42.170Z,38.2197,-117.783,4.3,2.6,ml,23,51.02,0.16,0.16,nn,nn00726852,2020-05-17T01:29:21.040Z,"52km WNW of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-05-17T00:51:35.600Z,38.1915,-117.9228,3,2.5,ml,8,156.97,0.062,0.05,nn,nn00726839,2020-05-17T00:56:02.451Z,"62km WNW of Tonopah, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-17T00:50:56.727Z,12.4183,144.1759,28.9,4.5,mb,,146,1.345,0.5,us,us70009ihs,2020-05-17T03:39:08.040Z,"107km SSW of Merizo Village, Guam",earthquake,13.7,3.7,0.116,22,reviewed,us,us
2020-05-17T00:50:31.388Z,38.1689,-117.9401,6,2.9,ml,21,59.64,0.034,0.1754,nn,nn00726836,2020-05-18T02:48:18.275Z,"63km W of Tonopah, Nevada",earthquake,,1,0.45,9,reviewed,nn,nn
2020-05-17T00:49:20.120Z,17.9618,-66.6718,8,2.59,md,22,183,0.1042,0.19,pr,pr2020138004,2020-05-19T09:17:52.246Z,"5km SE of Tallaboa, Puerto Rico",earthquake,0.45,0.55,0.18,19,reviewed,pr,pr
2020-05-17T00:40:41.250Z,38.2042,-117.7623,5.6,2.9,ml,18,59.05,0.17,0.08,nn,nn00726827,2020-05-17T00:45:23.041Z,"49km WNW of Tonopah, Nevada",earthquake,,10.6,,,automatic,nn,nn
2020-05-17T00:28:04.870Z,38.1753,-117.8617,5.1,2.8,ml,26,63.67,0.098,0.12,nn,nn00726821,2020-05-17T00:35:02.281Z,"56km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-17T00:13:39.590Z,38.2032,-117.7307,10.8,2.9,ml,18,49.68,0.62,0.26,nn,nn00726815,2020-05-17T00:59:09.040Z,"48km WNW of Tonopah, Nevada",earthquake,,2.3,,,automatic,nn,nn
2020-05-17T00:10:03.386Z,38.1706,-117.9559,6.6,2.9,ml,16,48.5,0.032,0.2264,nn,nn00726808,2020-05-18T02:48:16.678Z,"64km W of Tonopah, Nevada",earthquake,,1.2,0.33,3,reviewed,nn,nn
2020-05-17T00:08:13.580Z,17.7106,-66.827,4,2.7,md,16,249,0.2696,0.45,pr,pr2020138013,2020-05-19T17:32:54.768Z,"30km SSE of Guanica, Puerto Rico",earthquake,1.02,1.32,0.17,8,reviewed,pr,pr
2020-05-17T00:04:59.680Z,38.1763,-117.7978,10.1,2.6,ml,31,49.12,0.148,0.1,nn,nn00726802,2020-05-17T05:50:29.040Z,"51km WNW of Tonopah, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-05-16T23:49:28.643Z,38.1972,-117.7222,8.9,3.2,ml,18,75.5,0.195,0.0914,nn,nn00726797,2020-05-17T05:40:58.040Z,"45km WNW of Tonopah, Nevada",earthquake,,2.9,0.33,6,reviewed,nn,nn
2020-05-16T23:47:34.680Z,38.1772,-117.79,7.4,2.7,ml,18,120.87,0.796,0.28,nn,nn00726795,2020-05-17T05:07:27.040Z,"52km WNW of Tonopah, Nevada",earthquake,,2.6,,,automatic,nn,nn
2020-05-16T23:35:03.380Z,38.1325,-117.984,1,2.6,ml,22,69.79,0.023,0.1,nn,nn00726779,2020-05-17T04:50:28.040Z,"67km SE of Hawthorne, Nevada",earthquake,,9.4,,,automatic,nn,nn
2020-05-16T23:27:14.582Z,38.1425,-118.0327,4.7,4.4,ml,23,43.07,0.058,0.1244,nn,nn00726772,2020-05-20T18:26:20.522Z,"68km SE of Hawthorne, Nevada",earthquake,,1,0.21,7,reviewed,nn,nn
2020-05-16T23:23:01.641Z,38.806,20.5015,24.65,4.3,mb,,95,1.058,0.99,us,us70009ifq,2020-05-17T04:25:54.040Z,"17km W of Lefkada, Greece",earthquake,3.9,8.8,0.217,6,reviewed,us,us
2020-05-16T23:11:24.630Z,38.1945,-117.879,4.1,2.6,ml,23,52.33,0.093,0.1,nn,nn00726768,2020-05-17T04:18:26.040Z,"58km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-16T23:07:31.400Z,40.3816681,-124.4499969,22.32,2.51,md,14,264,0.1241,0.09,nc,nc73388810,2020-05-20T04:25:33.040Z,"15km WNW of Petrolia, CA",earthquake,2.2,0.71,0.14,17,automatic,nc,nc
2020-05-16T23:05:35.690Z,17.9598,-67.011,7,2.73,md,20,201,0.0346,0.18,pr,pr2020137010,2020-05-18T15:35:37.874Z,"4km ESE of La Parguera, Puerto Rico",earthquake,0.57,0.24,0.26,11,reviewed,pr,pr
2020-05-16T23:05:27.912Z,67.754,-154.7228,0.1,2.7,ml,,,,1.1,ak,ak0206aycn7h,2020-05-17T03:59:24.040Z,"131km NE of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-05-16T22:51:01.750Z,38.1112,-117.886,5.9,2.5,ml,17,118.1,0.043,0.03,nn,nn00726759,2020-05-17T03:47:39.040Z,"57km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-16T22:45:38.050Z,38.1307,-118.0348,9.8,3.3,ml,31,46.5,0.065,0.14,nn,nn00726756,2020-05-17T03:31:59.040Z,"65km SE of Hawthorne, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-16T22:32:40.240Z,38.134,-117.9805,5.4,2.5,ml,16,76.49,0.013,0.21,nn,nn00726753,2020-05-17T03:20:31.040Z,"65km W of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-16T22:27:59.600Z,38.2163,-117.7822,4.9,3,ml,28,50.61,0.15,0.11,nn,nn00726749,2020-05-17T03:03:08.040Z,"51km WNW of Tonopah, Nevada",earthquake,,1.1,,,automatic,nn,nn
